date,equity,cash
2025-01-31,100000.0,100000.0
2025-02-03,100000.0,100000.0
2025-02-04,100000.0,100000.0
2025-02-05,100000.0,100000.0
2025-02-06,100000.0,100000.0
2025-02-07,100000.0,100000.0
2025-02-10,100000.0,100000.0
2025-02-11,100000.0,100000.0
2025-02-12,100000.0,100000.0
2025-02-13,100000.0,100000.0
2025-02-14,100000.0,100000.0
2025-02-18,100000.0,100000.0
2025-02-19,100000.0,100000.0
2025-02-20,100000.0,100000.0
2025-02-21,100000.0,100000.0
2025-02-24,100000.0,100000.0
2025-02-25,100000.0,100000.0
2025-02-26,100000.0,100000.0
2025-02-27,100000.0,100000.0
2025-02-28,100000.0,100000.0
2025-03-03,100000.0,100000.0
2025-03-04,100000.0,100000.0
2025-03-05,100000.0,100000.0
2025-03-06,100000.0,100000.0
2025-03-07,100000.0,100000.0
2025-03-10,100000.0,100000.0
2025-03-11,100000.0,100000.0
2025-03-12,100000.0,100000.0
2025-03-13,100000.0,100000.0
2025-03-14,100000.0,100000.0
2025-03-17,100000.0,100000.0
2025-03-18,100000.0,100000.0
2025-03-19,100000.0,100000.0
2025-03-20,100000.0,100000.0
2025-03-21,100000.0,100000.0
2025-03-24,100000.0,100000.0
2025-03-25,100000.0,100000.0
2025-03-26,100000.0,100000.0
2025-03-27,100000.0,100000.0
2025-03-28,100000.0,100000.0
2025-03-31,100000.0,100000.0
2025-04-01,100000.0,100000.0
2025-04-02,100000.0,100000.0
2025-04-03,100000.0,100000.0
2025-04-04,100000.0,100000.0
2025-04-07,100000.0,100000.0
2025-04-08,100000.0,100000.0
2025-04-09,100000.0,100000.0
2025-04-10,100000.0,100000.0
2025-04-11,100000.0,100000.0
2025-04-14,100000.0,100000.0
2025-04-15,100000.0,100000.0
2025-04-16,100000.0,100000.0
2025-04-17,100000.0,100000.0
2025-04-21,100000.0,100000.0
2025-04-22,100000.0,100000.0
2025-04-23,99989.02734,90271.42734
2025-04-24,100030.82733999999,90271.42734
2025-04-25,100200.38874400001,70281.468744
2025-04-28,100395.46012599999,50591.320126
2025-04-29,101001.18012599999,50591.320126
2025-04-30,102188.243524,415.28352400000404
2025-05-01,101666.003524,415.28352400000404
2025-05-02,103500.75352400001,415.28352400000404
2025-05-05,103218.433524,415.28352400000404
2025-05-06,102296.613524,415.28352400000404
2025-05-07,102662.973524,415.28352400000404
2025-05-08,104013.808684,9661.758684000004
2025-05-09,102015.138684,9661.758684000004
2025-05-12,103373.1539185,29658.493918500004
2025-05-13,104631.6799185,9014.429918500005
2025-05-14,104393.93991850001,9014.429918500005
2025-05-15,104248.0099185,9014.429918500005
2025-05-16,104957.41991850002,9014.429918500005
2025-05-19,105359.6899185,9014.429918500005
2025-05-20,105084.57991850002,9014.429918500005
2025-05-21,103151.3699185,9014.429918500005
2025-05-22,103601.1699185,9014.429918500005
2025-05-23,102257.5799185,9014.429918500005
2025-05-27,104159.6232775,28376.90327750001
2025-05-28,103679.29347150002,17976.80347150001
2025-05-29,103817.64747150002,7614.76747150001
2025-05-30,103537.1471085,6731.1571085000105
2025-06-02,104126.27710850001,6731.1571085000105
2025-06-03,104171.72785950001,6639.9278595000105
2025-06-04,104142.78785950002,6639.9278595000105
2025-06-05,103760.6878595,6639.9278595000105
2025-06-06,104188.10009350002,5808.960093500011
2025-06-09,103690.31009350001,5808.960093500011
2025-06-10,102679.76009350002,5808.960093500011
2025-06-11,102136.0347325,8165.464732500011
2025-06-12,101964.03021250002,8105.030212500014
2025-06-13,100522.21021250001,8105.030212500014
2025-06-16,101305.30021250002,8105.030212500014
2025-06-17,100767.46021250001,8105.030212500014
2025-06-18,101380.34264450002,17554.762644500013
2025-06-20,101341.4023625,7449.9323625000125
2025-06-23,102530.76236250001,7449.9323625000125
2025-06-24,103808.91887200001,7265.27887200001
2025-06-25,103547.21887200001,7265.27887200001
2025-06-26,105337.79887200001,7265.27887200001
2025-06-27,106222.11887200002,7265.27887200001
2025-06-30,106094.56887200002,7265.27887200001
2025-07-01,106217.518872,7265.27887200001
2025-07-02,106829.17887200002,7265.27887200001
2025-07-03,107897.398872,7265.27887200001
2025-07-07,108040.72887200002,7265.27887200001
2025-07-08,106822.11887199999,7265.27887200001
2025-07-09,107054.60887200001,7265.27887200001
2025-07-10,106127.548872,7265.27887200001
2025-07-11,104925.00035,7573.530350000014
2025-07-14,105106.59030600001,7590.330306000014
2025-07-15,103968.25030600002,7590.330306000014
2025-07-16,104632.52882700003,7537.848827000018
2025-07-17,105283.12882700002,7537.848827000018
2025-07-18,104002.59153900002,7677.03153900002
2025-07-21,103979.721539,7677.03153900002
2025-07-22,105216.36844300001,18579.74844300002
2025-07-23,105242.25077000003,8200.980770000018
2025-07-24,105587.96077000003,8200.980770000018
2025-07-25,105699.95077000001,8200.980770000018
2025-07-28,105204.259892,7701.509892000016
2025-07-29,107570.65989200001,7701.509892000016
2025-07-30,107881.29678200003,7992.116782000019
2025-07-31,107018.85678200002,7992.116782000019
2025-08-01,106285.41678200001,7992.116782000019
2025-08-04,107672.31678200004,7992.116782000019
2025-08-05,107483.30678200003,7992.116782000019
2025-08-06,106860.11678200001,7992.116782000019
2025-08-07,107440.28678200002,7992.116782000019
2025-08-08,107837.88678200003,7992.116782000019
2025-08-11,107233.77678200002,7992.116782000019
2025-08-12,109275.26678200002,7992.116782000019
2025-08-13,110280.68678200002,7992.116782000019
2025-08-14,109147.08678200003,7992.116782000019
2025-08-15,108274.156782,7992.116782000019
2025-08-18,107938.44373600002,7158.503736000017
2025-08-19,107293.619137,7035.379137000018
2025-08-20,107158.12913700003,7035.379137000018
2025-08-21,106766.50019500004,27620.74019500002
2025-08-22,108828.49566700002,17073.40566700002
2025-08-25,107495.99749400002,5289.78749400002
2025-08-26,108451.10749400001,5289.78749400002
2025-08-27,108975.81749400003,5289.78749400002
2025-08-28,108222.37749400001,5289.78749400002
2025-08-29,107759.51749400001,5289.78749400002
2025-09-02,106793.24350800001,6217.203508000022
2025-09-03,107227.47350800001,6217.203508000022
2025-09-04,108625.56927400002,5719.129274000021
2025-09-05,108939.13927400003,5719.129274000021
2025-09-08,108662.28927400001,5719.129274000021
2025-09-09,108901.82927400002,5719.129274000021
2025-09-10,108911.41927400001,5719.129274000021
2025-09-11,110615.36927400003,5719.129274000021
2025-09-12,109748.22927400001,5719.129274000021
2025-09-15,110213.63927400002,5719.129274000021
2025-09-16,109913.55927400001,5719.129274000021
2025-09-17,110971.77927400003,5719.129274000021
2025-09-18,111536.96927400003,5719.129274000021
2025-09-19,111298.24927400003,5719.129274000021
2025-09-22,110558.74581900002,5963.145819000019
2025-09-23,109342.60581900003,5963.145819000019
2025-09-24,108514.34721500002,5705.02721500002
2025-09-25,107498.75960400002,16784.469604000024
2025-09-26,108363.82567000002,5295.015670000021
2025-09-29,108445.68896000001,5320.358960000018
2025-09-30,108182.35897200002,16118.158972000017
2025-10-01,108199.98142700002,5340.631427000018
2025-10-02,108988.78142700002,5340.631427000018
2025-10-03,109828.24090300001,5450.220903000018
2025-10-06,109088.890903,5450.220903000018
2025-10-07,107260.90035100002,5181.280351000019
2025-10-08,107593.92035100002,5181.280351000019
2025-10-09,106569.58035100003,5181.280351000019
2025-10-10,104369.770351,5181.280351000019
2025-10-13,105986.43035100002,5181.280351000019
2025-10-14,106132.19935100002,14497.149351000015
2025-10-15,106885.32829050001,3934.488290500014
2025-10-16,106786.66339450002,2275.5633945000136
2025-10-17,107260.22339450002,2275.5633945000136
2025-10-20,108926.49339450001,2275.5633945000136
2025-10-21,109392.1233945,2275.5633945000136
2025-10-22,108999.07339450001,2275.5633945000136
2025-10-23,109842.28339450003,2275.5633945000136
2025-10-24,110076.60339450001,2275.5633945000136
2025-10-27,111086.21339450001,2275.5633945000136
2025-10-28,109476.26339450001,2275.5633945000136
2025-10-29,109172.08310050001,4844.483100500018
2025-10-30,109734.88029250002,4874.620292500016
2025-10-31,109760.38029250002,4874.620292500016
2025-11-03,108700.10029250002,4874.620292500016
2025-11-04,107766.13029250002,4874.620292500016
2025-11-05,109216.9502925,4874.620292500016
2025-11-06,108573.65123050002,5853.821230500016
2025-11-07,109062.9112305,5853.821230500016
2025-11-10,109521.1512305,5853.821230500016
2025-11-11,109923.1512305,5853.821230500016
2025-11-12,110967.25123050003,5853.821230500016
2025-11-13,109850.47123050001,5853.821230500016
2025-11-14,109542.80123050002,5853.821230500016
2025-11-17,109169.09123050001,5853.821230500016
2025-11-18,109382.36617150002,5764.826171500017
2025-11-19,108571.5585955,4440.548595500015
2025-11-20,108651.28859550002,4440.548595500015
2025-11-21,111015.27859550001,4440.548595500015
2025-11-24,112189.92355700002,4660.693557000015
2025-11-25,114694.17394000002,14754.853940000015
2025-11-26,115402.469278,3306.089278000014
2025-11-28,115145.47927799998,3306.089278000014
2025-12-01,113555.329278,3306.089278000014
2025-12-02,112594.219278,3306.089278000014
2025-12-03,113798.28927800001,3306.089278000014
2025-12-04,113623.96927800002,3306.089278000014
2025-12-05,112920.139278,3306.089278000014
2025-12-08,112102.34016000002,3394.250160000016
2025-12-09,111571.20016000004,3394.250160000016
2025-12-10,112972.51740000003,3321.727400000016
2025-12-11,113842.46740000001,3321.727400000016
2025-12-12,113232.48740000001,3321.727400000016
2025-12-15,113116.2574,3321.727400000016
2025-12-16,113324.22740000002,3321.727400000016
2025-12-17,112823.15740000001,3321.727400000016
2025-12-18,111945.6674,3321.727400000016
2025-12-19,113425.79740000001,3321.727400000016
2025-12-22,114010.60740000001,3321.727400000016
2025-12-23,113197.31924000001,3323.1092400000143
2025-12-24,113732.27924000002,3323.1092400000143
2025-12-26,113293.30924,3323.1092400000143
2025-12-29,112319.40924000001,3323.1092400000143
2025-12-30,111898.38380400003,3165.403804000016
2025-12-31,110935.46380400001,3165.403804000016
2026-01-02,112229.09380400002,3165.403804000016
2026-01-05,112425.40380400003,3165.403804000016
2026-01-06,113010.80994500002,8740.659945000016
2026-01-07,112421.409945,8740.659945000016
2026-01-08,112987.439945,8740.659945000016
2026-01-09,113455.53994500001,8740.659945000016
2026-01-12,112666.689945,8740.659945000016
2026-01-13,112127.19994500003,8740.659945000016
2026-01-14,111105.05994500002,8740.659945000016
2026-01-15,111709.954046,9303.534046000013
2026-01-16,112317.04404600002,9303.534046000013
2026-01-20,110613.18404600001,9303.534046000013
2026-01-21,112705.17749500003,9264.617495000013
2026-01-22,112340.532495,9264.617495000013
2026-01-23,111040.50706799999,9388.817068000015
2026-01-26,110728.937068,9388.817068000015
2026-01-27,111175.063957,19117.953957000012
2026-01-28,111305.44284900001,8004.762849000012
2026-01-29,112349.07124900003,7729.9512490000125
2026-01-30,111505.643881,7990.963881000014
2026-02-02,114505.15636300002,7259.036363000012
2026-02-03,115903.546363,7259.036363000012
